poids(preliminary,1) = 3.204662511748219
poids(ordinary,2474) = 2.92590891079539
poids(differential,2474) = 2.824451270036613
poids(equations,2474) = 2.4803866421474297
poids(algorithm,2474) = 1.4286881806188498
poids(c407,2474) = 4.5056925074122
poids(solution,2475) = 2.285584419372145
poids(linear,2475) = 2.3984825377643317
poids(programming,2475) = 1.974213590369945
poids(problems,2475) = 2.1573876443640394
poids(0,2475) = 3.183473212678281
poids(1,2475) = 2.3354307920172426
poids(variables,2475) = 2.5711940561686326
poids(h1,2475) = 4.5056925074122
poids(algorithm,2475) = 1.4286881806188498
poids(a449,2475) = 4.5056925074122
poids(equivalence,2476) = 3.464299822253975
poids(graphs,2476) = 3.1077524987401626
poids(context,2476) = 2.7498176517397086
poids(free,2476) = 2.699512533428313
poids(grammars,2476) = 3.0585344760699806
poids(multiple,2477) = 2.713300817913946
poids(exits,2477) = 4.204662511748219
poids(loop,2477) = 3.359564471733962
poids(without,2477) = 2.5918786550284834
poids(goto,2477) = 4.204662511748219
poids(computer,2478) = 1.729718176282831
poids(science,2478) = 2.798122331314264
poids(seminars,2478) = 4.5056925074122
poids(undergraduates,2478) = 4.5056925074122
poids(curriculum,2479) = 3.250420002308894
poids(recommendations,2479) = 2.1507862623781375
poids(graduate,2479) = 1.5688108965084815
poids(professional,2479) = 1.5567347266148428
poids(programs,2479) = 1.273098185832737
poids(information,2479) = 1.8551533918909753
poids(systems,2479) = 2.0032653874277675
poids(recommended,2479) = 2.275724998986438
poids(addendum,2479) = 3.1777243870631784
poids(administration,2479) = 2.2528462537061
poids(report,2479) = 1.8497562667141565
poids(acm,2479) = 1.4786569750964254
poids(committee,2479) = 1.5458683031695704
poids(computer,2479) = 1.3648590881414155
poids(education,2479) = 1.4967946418835782
poids(management,2479) = 1.4561128175091533
poids(proposed,2479) = 1.6767020815145717
poids(include,2479) = 1.443324686897308
poids(course,2479) = 2.5941109492754455
poids(important,2479) = 1.8067989523608599
poids(two,2479) = 1.5284930937535601
poids(reasons,2479) = 2.232149911126988
poids(1,2479) = 1.3338576980043106
poids(designer,2479) = 1.650650630105064
poids(must,2479) = 1.783086627396791
poids(understand,2479) = 1.637862499493219
poids(administrative,2479) = 1.7259081290210594
poids(framework,2479) = 1.5408174566474986
poids(operate,2479) = 1.5359911678486518
poids(work,2479) = 1.4048004455599297
poids(effectively,2479) = 1.5753931311890688
poids(2,2479) = 1.3539468489932005
poids(objective,2479) = 1.5626050005772236
poids(prepare,2479) = 1.7571428131731344
poids(future,2479) = 1.4607336689326564
poids(manager,2479) = 1.681885314257139
poids(activity,2479) = 1.5359911678486518
poids(felt,2479) = 1.681885314257139
poids(importance,2479) = 1.5359911678486518
poids(justifies,2479) = 1.87642312685305
poids(addition,2479) = 1.433710123942514
poids(outlined,2479) = 1.5001356322730737
poids(format,2479) = 1.503582703394482
poids(original,2479) = 1.4935533975924862
poids(teaching,2480) = 2.7064326895254442
poids(programming,2480) = 1.974213590369945
poids(paper,2480) = 1.2168008126143905
poids(presents,2480) = 1.410592411822936
poids(goals,2480) = 1.62642312685305
poids(organization,2480) = 1.421537142967583
poids(course,2480) = 1.5313703164251486
poids(designed,2480) = 1.387862499493219
poids(provide,2480) = 1.40339947618043
poids(entering,2480) = 1.7259081290210594
poids(students,2480) = 2.6534968838111643
poids(graduate,2480) = 1.5688108965084815
poids(program,2480) = 1.463526648722064
poids(cultural,2480) = 1.8011656279370547
poids(enrichment,2480) = 1.87642312685305
poids(professional,2480) = 1.5567347266148428
poids(lives,2480) = 1.8011656279370547
poids(expected,2480) = 1.4814772276988475
poids(taken,2480) = 1.5146336190174952
poids(least,2480) = 1.8497562667141565
poids(two,2480) = 1.5284930937535601
poids(courses,2480) = 1.5359911678486518
poids(prior,2480) = 1.650650630105064
poids(one,2480) = 1.2564213911137623
poids(therefore,2480) = 1.5458683031695704
poids(familiar,2480) = 1.616074955563494
poids(languages,2480) = 1.3479372887763408
poids(users,2480) = 1.4265879894896547
poids(someone,2480) = 1.8011656279370547
poids(similar,2480) = 1.4265879894896547
poids(play,2480) = 1.6651486168494858
poids(musical,2480) = 1.8011656279370547
poids(instrument,2480) = 1.7571428131731344
poids(neither,2480) = 1.616074955563494
poids(skill,2480) = 2.451816258042119
poids(taught,2480) = 1.7571428131731344
poids(must,2480) = 1.3915433136983955
poids(learned,2480) = 1.681885314257139
poids(however,2480) = 1.4248781333570784
poids(teacher,2480) = 2.4033612515380907
poids(still,2480) = 1.606627815341144
poids(serves,2480) = 1.62642312685305
poids(several,2480) = 1.3233762257520605
poids(vital,2480) = 1.681885314257139
poids(purposes,2480) = 1.5753931311890688
poids(present,2480) = 1.40339947618043
poids(set,2480) = 1.2923081933909177
poids(rules,2480) = 1.4199044261778435
poids(producing,2480) = 1.5688108965084815
poids(well,2480) = 1.3566278153411437
poids(formed,2480) = 1.637862499493219
poids(utterances,2480) = 1.8011656279370547
poids(offer,2480) = 1.6651486168494858
poids(numerous,2480) = 1.650650630105064
poids(demonstrations,2480) = 1.8011656279370547
poids(function,2480) = 1.3044726943704936
poids(involved,2480) = 2.007165406788964
poids(critic,2480) = 1.87642312685305
poids(finally,2480) = 1.4561128175091533
poids(source,2480) = 1.4516806257690453
poids(information,2480) = 1.2850511306303252
poids(process,2480) = 1.352195623601036
poids(student,2480) = 1.5001356322730737
poids(distribution,2481) = 2.011689143122199
poids(program,2481) = 1.741642637955302
poids(primary,2481) = 2.7467785701426246
poids(fast,2481) = 2.0279804907483676
poids(buffer,2481) = 3.4265112613645754
poids(storage,2481) = 1.475888864782113
poids(virtual,2481) = 1.4057142505385074
poids(memory,2481) = 2.0926507368087712
poids(computer,2481) = 1.1459436352565662
poids(system,2481) = 1.1603083981144802
poids(cache,2481) = 1.5807265032168476
poids(central,2481) = 1.4181438318882764
poids(processing,2481) = 1.2396392938997973
poids(unit,2481) = 1.4326539653179988
poids(considered,2481) = 1.2944537503850502
poids(optimal,2481) = 1.3272921575362449
poids(studied,2481) = 1.4250962531401188
poids(using,2481) = 1.2129566850693965
poids(lifetime,2481) = 1.6057142505385076
poids(function,2481) = 1.2435781554963947
poids(expressions,2481) = 1.330886831738625
poids(maximizes,2481) = 1.70113850148244
poids(useful,2481) = 1.333368683334989
poids(fraction,2481) = 1.5205205040840513
poids(cost,2481) = 1.3183757310056967
poids(time,2481) = 1.1844987466887154
poids(integral,2481) = 1.3613445006152363
poids(obtained,2481) = 1.3112605001534574
poids(swapping,2481) = 1.5807265032168476
poids(nonswapping,2481) = 1.70113850148244
poids(management,2481) = 1.3648902540073227
poids(policies,2481) = 1.5205205040840513
poids(mixed,2482) = 2.1958745775526816
poids(solutions,2482) = 2.7896891637774006
poids(deadlock,2482) = 3.5056925074122
poids(problem,2482) = 2.0403096559637817
poids(mixtures,2482) = 4.0285712526925375
poids(detection,2482) = 2.0538762493700813
poids(avoidance,2482) = 2.451816258042119
poids(prevention,2482) = 2.4033612515380907
poids(provide,2482) = 1.8067989523608599
poids(effective,2482) = 1.9412216085071499
poids(practical,2482) = 1.8398088523556868
poids(one,2482) = 1.5128427822275246
poids(alone,2482) = 2.363770628514278
poids(individual,2482) = 2.0538762493700813
poids(techniques,2482) = 1.6204373422013318
poids(tailored,2482) = 2.4033612515380907
poids(subproblems,2482) = 2.5142856263462687
poids(resource,2482) = 3.043294509513244
poids(allocation,2482) = 2.636460787681224
poids(still,2482) = 2.213255630682288
poids(operate,2482) = 2.0719823356973035
poids(together,2482) = 1.9871067951849724
poids(prevent,2482) = 2.301301260210128
poids(deadlocks,2482) = 2.4033612515380907
poids(paper,2482) = 1.4336016252287813
poids(presents,2482) = 1.821184823645872
poids(method,2482) = 1.4573139501928505
poids(based,2482) = 1.6204373422013318
poids(concept,2482) = 1.882664908958978
poids(hierarchical,2482) = 2.1958745775526816
poids(operating,2482) = 1.7639844510616762
poids(system,2482) = 1.4007709952862004
poids(constructing,2482) = 2.0292672380349903
poids(appropriate,2482) = 2.949390006644913
poids(suggests,2482) = 2.0538762493700813
poids(subsystems,2482) = 2.363770628514278
poids(frequently,2482) = 2.0142856263462687
poids(occurring,2482) = 2.3302972336989716
poids(problems,2482) = 1.5786938221820197
poids(coko,2483) = 3.6292693805591503
poids(iii,2483) = 2.179782235866981
poids(cooper,2483) = 1.438211563426525
poids(koz,2483) = 1.438211563426525
poids(chess,2483) = 4.204662511748219
poids(program,2483) = 1.231763324361032
poids(player,2483) = 1.7259081290210594
poids(written,2483) = 1.2024002227799648
poids(entirely,2483) = 1.313211563426525
poids(fortran,2483) = 1.1774165845921816
poids(ibm,2483) = 1.190996112765419
poids(360,2483) = 1.2467766987962432
poids(65,2483) = 1.3325743084247428
poids(plays,2483) = 1.378571406586567
poids(minimal,2483) = 1.490406115765481
poids(game,2483) = 1.637862499493219
poids(rate,2483) = 1.2592910929066516
poids(2,2483) = 1.1769734244966004
poids(sec,2483) = 1.4005828139685272
poids(cpu,2483) = 1.2783673633074213
poids(time,2483) = 1.1153117166804472
poids(per,2483) = 1.2421863479181505
poids(move,2483) = 1.637862499493219
poids(level,2483) = 1.1887571641018313
poids(close,2483) = 1.325325315052532
poids(lower,2483) = 1.2844054482542409
poids(club,2483) = 1.438211563426525
poids(play,2483) = 1.3325743084247428
poids(selective,2483) = 1.6651486168494858
poids(tree,2483) = 2.0302250068630823
poids(searching,2483) = 1.9808122315309622
poids(procedure,2483) = 1.3360811262943062
poids(controlled,2483) = 1.2592910929066516
poids(tactical,2483) = 1.438211563426525
poids(logistics,2483) = 1.438211563426525
poids(allows,2483) = 1.2068042698366406
poids(deployment,2483) = 1.438211563426525
poids(multiple,2483) = 1.2141626022392433
poids(calculations,2483) = 1.2813025002886118
poids(achieve,2483) = 1.2592910929066516
poids(optimal,2483) = 1.2045575984601529
poids(selection,2483) = 1.2393284875482127
poids(algorithms,2483) = 1.3084627252189254
poids(heart,2483) = 1.3508403128845226
poids(effectiveness,2483) = 1.2573168095087475
poids(yet,2483) = 1.2813025002886118
poids(conceptually,2483) = 1.3508403128845226
poids(simple,2483) = 1.1633794275572222
poids(addition,2483) = 1.216855061971257
poids(interesting,2483) = 1.2813025002886118
poids(phenomenon,2483) = 1.3409426571285694
poids(called,2483) = 1.1989848318785605
poids(catastrophe,2483) = 1.438211563426525
poids(plagued,2483) = 1.438211563426525
poids(entire,2483) = 1.2704087283237493
poids(development,2483) = 1.1927380850083307
poids(troubles,2483) = 1.4005828139685272
poids(human,2483) = 1.503582703394482
poids(standard,2483) = 1.178313907670572
poids(exponential,2483) = 1.2379540645105296
poids(growth,2483) = 1.313211563426525
poids(curbed,2483) = 1.438211563426525
poids(large,2483) = 1.157831807340738
poids(extent,2483) = 1.2876965655945343
poids(definition,2483) = 1.2280564087545767
poids(trimming,2483) = 1.438211563426525
poids(fischer,2483) = 1.438211563426525
poids(set,2483) = 1.1461540966954589
poids(clear,2483) = 1.313211563426525
poids(distinction,2483) = 1.4005828139685272
poids(pruning,2483) = 1.438211563426525
poids(also,2483) = 1.1425255653151625
poids(made,2483) = 1.3479372887763408
poids(representation,2483) = 1.201699738090215
poids(environment,2483) = 1.2132939947448274
poids(described,2483) = 1.226179902931363
poids(along,2483) = 1.2634690623425202
poids(strategical,2483) = 1.438211563426525
poids(preanalysis,2483) = 1.438211563426525
poids(maps,2483) = 1.303313907670572
poids(lasker,2483) = 1.438211563426525
poids(regions,2483) = 1.2876965655945343
poids(specific,2483) = 1.2303668344663283
poids(could,2483) = 1.2554118136891554
poids(used,2483) = 1.122906034238235
poids(command,2483) = 1.2704087283237493
poids(structure,2483) = 1.1610260703997868
poids(anyone,2483) = 1.3629540645105296
poids(desiring,2483) = 1.438211563426525
poids(experimentation,2483) = 1.325325315052532
poids(comparison,2483) = 1.216855061971257
poids(mysterious,2483) = 1.438211563426525
poids(actions,2483) = 1.2729341515847852
poids(players,2483) = 1.378571406586567
poids(note,2484) = 1.40339947618043
poids(information,2484) = 1.8551533918909753
poids(organization,2484) = 1.8430742859351656
poids(storage,2484) = 1.5948610809776411
poids(since,2484) = 1.433710123942514
poids(logical,2484) = 1.449530582828566
poids(structure,2484) = 1.3220521407995736
poids(data,2484) = 1.4705132215800554
poids(base,2484) = 1.9687453916726025
poids(represented,2484) = 1.4814772276988475
poids(tree,2484) = 2.6483600109809315
poids(graph,2484) = 2.3822010067979695
poids(quite,2484) = 1.5185821858133033
poids(natural,2484) = 1.4607336689326564
poids(us,2484) = 1.7016806257690453
poids(view,2484) = 1.5359911678486518
poids(process,2484) = 1.352195623601036
poids(designing,2484) = 1.5979372887763408
poids(constructing,2484) = 2.5439008570524857
poids(general,2484) = 1.573878830205873
poids(method,2484) = 1.4573139501928505
poids(provided,2484) = 1.4283252044784867
poids(three,2484) = 1.3641186211855045
poids(important,2484) = 1.40339947618043
poids(elements,2484) = 1.4561128175091533
poids(construction,2484) = 1.4393761201014998
poids(namely,2484) = 1.6651486168494858
poids(set,2484) = 2.1692327735636705
poids(binary,2484) = 1.4136085396732812
poids(relations,2484) = 2.5004068968192206
poids(algorithm,2484) = 1.214344090309425
poids(subsets,2484) = 1.606627815341144
poids(selecting,2484) = 1.5753931311890688
poids(element,2484) = 1.5408174566474986
poids(given,2484) = 1.4752990294169406
poids(objects,2484) = 1.4786569750964254
poids(use,2484) = 1.240406115765481
poids(different,2484) = 1.7709523400333222
poids(algorithms,2484) = 1.6169254504378505
poids(results,2484) = 1.5856193781306347
poids(structures,2484) = 1.3690771824317476
poids(list,2484) = 1.3819922255308381
poids(ring,2484) = 1.7571428131731344
poids(etc,2484) = 1.5313703164251486
poids(thus,2484) = 1.449530582828566
poids(problem,2484) = 1.2600774139909454
poids(reduced,2484) = 1.5226797898603455
poids(defining,2484) = 1.5511656279370547
poids(formulating,2484) = 1.7571428131731344
poids(constraints,2484) = 1.4873475016612283
poids(presented,2484) = 1.2311918829341453
poids(may,2484) = 1.6045136585753346
poids(valuable,2484) = 1.606627815341144
poids(designers,2484) = 1.62642312685305
poids(useful,2484) = 1.416710854168736
poids(design,2484) = 1.3200958064215844
poids(concepts,2484) = 1.449530582828566
poids(serve,2484) = 1.5567347266148428
poids(basis,2484) = 1.4374544129349272
poids(developing,2484) = 1.5753931311890688
poids(formal,2484) = 1.4393761201014998
poids(theory,2484) = 1.4583986623691207
poids(subject,2484) = 1.4732271626731162
poids(managing,2485) = 2.3734267907492366
poids(computer,2485) = 1.5212272687734507
poids(resource,2485) = 1.8756976469342472
poids(stage,2485) = 3.3296012483565187
poids(hypothesis,2485) = 1.7601698478279837
poids(based,2485) = 1.1772678120575233
poids(study,2485) = 1.225916174478617
poids(expenditures,2485) = 1.4578089302497454
poids(data,2485) = 1.134432349022873
poids(processing,2485) = 1.171170924214141
poids(descriptive,2485) = 1.352042831750568
poids(presented,2485) = 1.13210964739094
poids(suggested,2485) = 1.2521899739882794
poids(planning,2485) = 1.3250347980048465
poids(organizing,2485) = 1.352042831750568
poids(controlling,2485) = 1.3718003600600366
poids(activities,2485) = 1.2963326776076018
poids(associated,2485) = 1.2478343565385794
poids(change,2485) = 1.318134129494196
poids(character,2485) = 1.2533283925127474
poids(period,2485) = 1.3287960749651822
poids(time,2485) = 1.1317848190633681
poids(evolve,2485) = 1.4326530360989338
poids(patterns,2485) = 1.3011074998200232
poids(roughly,2485) = 1.4009603575823115
poids(correlated,2485) = 1.4009603575823115
poids(four,2485) = 1.2568746187591806
poids(stages,2485) = 1.364492856853268
poids(budget,2485) = 1.4578089302497454
poids(acquisition,2485) = 1.4578089302497454
poids(ii,2485) = 1.2581032147251687
poids(intense,2485) = 1.414804645154891
poids(system,2485) = 1.1145059986532002
poids(development,2485) = 1.2202720971523777
poids(iii,2485) = 1.3370806388191374
poids(proliferation,2485) = 1.4578089302497454
