(preliminary,1) -> 3.204662511748219
(basic,1748) -> 1.7506855668147787
(ideas,1748) -> 1.5226797898603455
(presented,1748) -> 1.4623837658682903
(evolved,1748) -> 1.650650630105064
(various,1748) -> 1.3584526250265188
(workers,1748) -> 1.7016806257690453
(past,1748) -> 1.5753931311890688
(four,1748) -> 1.449530582828566
(years,1748) -> 1.4680560129581535
(provide,1748) -> 1.40339947618043
(suitable,1748) -> 1.4680560129581535
(framework,1748) -> 1.5408174566474986
(design,1748) -> 1.3200958064215844
(analysis,1748) -> 1.3011656279370547
(notions,1748) -> 1.637862499493219
(process,1748) -> 1.352195623601036
(state,1748) -> 1.4655599577315033
(vector,1748) -> 1.5688108965084815
(discussed,1748) -> 1.265411927873531
(nature,1748) -> 1.5071428131731344
(operations,1748) -> 1.3593766614165097
(processes,1748) -> 2.231777235468808
(considered,1748) -> 1.7361343759626253
(connections,1748) -> 1.650650630105064
(protection,1748) -> 1.5269381246850406
(analyzed,1748) -> 1.8907083189057055
(general,1748) -> 1.2869394151029365
(approach,1748) -> 1.366074955563494
(priority,1748) -> 1.5979372887763408
(oriented,1748) -> 1.8787522402029997
(described,1748) -> 1.226179902931363
(relationship,1748) -> 1.5313703164251486
(conventional,1748) -> 1.4474222909443502
(interrupt,1748) -> 1.650650630105064
(explained,1748) -> 1.5458683031695704
(aspects,1748) -> 1.4516806257690453
(time,1748) -> 1.2306234333608943
(implementation,1748) -> 1.3338576980043106
(mechanism,1748) -> 1.5313703164251486
(detail,1748) -> 1.4655599577315033
(feasibility,1748) -> 1.62642312685305
(embodying,1748) -> 1.8011656279370547
(hardware,1748) -> 1.421537142967583
(established,1748) -> 1.5313703164251486
(finally,1748) -> 1.4561128175091533
(several,1748) -> 1.3233762257520605
(methods,1748) -> 1.3126050005772236
(interlocking,1748) -> 1.87642312685305
(execution,1748) -> 1.410592411822936
(independent,1748) -> 1.4355661284623156
(compared,1748) -> 1.407657811005125
(structure,1749) -> 2.288208563198294
(multiprogramming,1749) -> 2.937490783345205
(system,1749) -> 1.8015419905724008
(described,1749) -> 1.4523598058627258
(activities,1749) -> 2.0371643716266066
(divided,1749) -> 2.1134694532296856
(number,1749) -> 1.5071654067889637
(sequential,1749) -> 3.0585344760699806
(processes,1749) -> 2.642369647291744
(placed,1749) -> 2.0917366063391407
(various,1749) -> 1.7169052500530373
(hierarchical,1749) -> 3.391749155105363
(levels,1749) -> 1.9687453916726025
(one,1749) -> 1.5128427822275246
(independent,1749) -> 1.8711322569246314
(abstractions,1749) -> 2.301301260210128
(implemented,1749) -> 1.7907066106751592
(proved,1749) -> 1.962954455397695
(vital,1749) -> 2.363770628514278
(verification,1749) -> 2.179782235866981
(logical,1749) -> 1.899061165657132
(soundness,1749) -> 2.7528462537061
(design,1749) -> 1.6401916128431686
(correctness,1749) -> 2.045359579720691
(implementation,1749) -> 1.6677153960086213
(considerations,1750) -> 1.5511656279370547
(design,1750) -> 1.9602874192647528
(multiple,1750) -> 1.4283252044784867
(computer,1750) -> 1.1824295440707078
(system,1750) -> 1.6011564929293007
(extended,1750) -> 2.4359709252892756
(core,1750) -> 2.40416803887446
(storage,1750) -> 2.1897221619552822
(use,1750) -> 1.4808122315309622
(large,1750) -> 1.3156636146814764
(quantities,1750) -> 1.606627815341144
(addressable,1750) -> 1.7571428131731344
(executable,1750) -> 1.681885314257139
(fast,1750) -> 1.4283252044784867
(random,1750) -> 1.7881367908489536
(access,1750) -> 1.8531759789793092
(memory,1750) -> 1.6829067105054818
(heighten,1750) -> 1.87642312685305
(multiprogramming,1750) -> 1.4843726958363013
(performance,1750) -> 1.3786166079299262
(multicomputer,1750) -> 1.87642312685305
(discussed,1750) -> 1.265411927873531
(general,1750) -> 1.2869394151029365
(hardware,1750) -> 1.421537142967583
(arrangement,1750) -> 1.637862499493219
(software,1750) -> 1.4265879894896547
(components,1750) -> 1.503582703394482
(functions,1750) -> 1.3338576980043106
(based,1750) -> 1.310218671100666
(planned,1750) -> 1.7016806257690453
(configuration,1750) -> 2.137621793016963
(dual,1750) -> 1.62642312685305
(cdc,1750) -> 1.5626050005772236
(6600,1750) -> 1.7016806257690453
(share,1750) -> 1.5898911179334905
(one,1750) -> 1.2564213911137623
(million,1750) -> 1.7571428131731344
(words,1750) -> 1.4655599577315033
(generalization,1750) -> 1.5269381246850406
(special,1750) -> 1.3993018721333876
(emphasis,1750) -> 1.490406115765481
(placed,1750) -> 1.5458683031695704
(estimating,1750) -> 1.62642312685305
(expected,1750) -> 1.4814772276988475
(gains,1750) -> 1.681885314257139
(compared,1750) -> 1.407657811005125
(traditional,1750) -> 1.5979372887763408
(separate,1750) -> 1.5567347266148428
(independent,1750) -> 1.4355661284623156
(computers,1750) -> 1.3593766614165097
(without,1750) -> 1.3979696637571208
(observation,1750) -> 1.681885314257139
(made,1750) -> 1.3479372887763408
(conventional,1750) -> 1.4474222909443502
(slower,1750) -> 1.637862499493219
(speed,1750) -> 1.4283252044784867
(devices,1750) -> 1.4967946418835782
(place,1750) -> 1.606627815341144
(faster,1750) -> 1.5408174566474986
(working,1751) -> 2.92590891079539
(set,1751) -> 2.1692327735636705
(model,1751) -> 2.408782494404144
(program,1751) -> 1.463526648722064
(behavior,1751) -> 1.9518162580421188
(probably,1751) -> 1.7571428131731344
(basic,1751) -> 1.3753427834073895
(reason,1751) -> 1.681885314257139
(behind,1751) -> 1.7016806257690453
(absence,1751) -> 1.6651486168494858
(general,1751) -> 1.2869394151029365
(treatment,1751) -> 1.616074955563494
(resource,1751) -> 2.0216472547566218
(allocation,1751) -> 1.818230393840612
(modern,1751) -> 1.650650630105064
(computer,1751) -> 1.1824295440707078
(systems,1751) -> 1.2508163468569418
(adequate,1751) -> 1.637862499493219
(paper,1751) -> 1.2168008126143905
(new,1751) -> 1.2928096890653173
(developed,1751) -> 1.3253931311890688
(pages,1751) -> 2.1958745775526816
(associated,1751) -> 1.433710123942514
(process,1751) -> 1.704391247202072
(defined,1751) -> 1.7781512503836436
(collection,1751) -> 1.4814772276988475
(recently,1751) -> 1.5108236273783109
(used,1751) -> 1.24581206847647
(provides,1751) -> 1.3953533053375797
(knowledge,1751) -> 1.5511656279370547
(vital,1751) -> 1.681885314257139
(dynamic,1751) -> 1.4374544129349272
(management,1751) -> 1.4561128175091533
(paged,1751) -> 1.62642312685305
(memories,1751) -> 1.62642312685305
(shown,1751) -> 1.303359109013931
(manifestations,1751) -> 1.87642312685305
(ongoing,1751) -> 1.7571428131731344
(computational,1751) -> 1.4561128175091533
(activity,1751) -> 1.5359911678486518
(processor,1751) -> 1.441332454479489
(demand,1751) -> 2.1252100011544472
(memory,1751) -> 1.341453355252741
(formulated,1751) -> 1.5898911179334905
(problem,1751) -> 1.2600774139909454
(balancing,1751) -> 1.7016806257690453
(demands,1751) -> 1.650650630105064
(available,1751) -> 1.3927985140421582
(equipment,1751) -> 1.5408174566474986
(resource,1752) -> 2.3621963396754957
(management,1752) -> 1.6081504233455375
(medium,1752) -> 2.553067498904346
(scale,1752) -> 1.6497966688816375
(time,1752) -> 1.6149958222957181
(sharing,1752) -> 2.133008355618875
(operating,1752) -> 1.5093229673744508
(system,1752) -> 1.8015419905724008
(task,1752) -> 2.382885828835475
(scheduling,1752) -> 2.204481668717454
(balancing,1752) -> 2.8711483353841207
(size,1752) -> 1.5171499993242916
(virtual,1752) -> 1.676190417564179
(memory,1752) -> 1.4552711403369878
(paging,1752) -> 2.3077496420412826
(machine,1752) -> 1.4432004161188394
(discussed,1752) -> 1.3538825704980413
(relation,1752) -> 1.6714436045259757
(combined,1752) -> 1.7146548904648689
(batch,1752) -> 1.7278244042260935
(processing,1752) -> 1.399398823166329
(environment,1752) -> 1.568783985986206
(synopsis,1752) -> 2.068220837249406
(given,1752) -> 1.6337320392225871
(algorithms,1752) -> 1.8225672672504674
(implemented,1752) -> 1.527137740450106
(results,1752) -> 1.7808258375075128
(comparative,1752) -> 1.8214332740846584
(simulation,1752) -> 2.0612524366856553
(tracing,1752) -> 1.9355741676920604
(development,1752) -> 1.5139682266888816
(six,1752) -> 1.767190841585425
(predecessor,1752) -> 2.068220837249406
(versions,1752) -> 1.9091804190095187
(throughout,1752) -> 1.8675341734734188
(discussion,1752) -> 1.6111982164921608
(particular,1752) -> 1.488099940751325
(emphasis,1752) -> 1.6538748210206413
(placed,1752) -> 1.7278244042260935
(performance,1752) -> 1.5048221439065683
(relative,1752) -> 2.2223964329843215
(characteristics,1752) -> 2.1112289444499632
(resources,1752) -> 1.734887503916073
(alternate,1752) -> 1.850483332657625
(hardware,1752) -> 1.562049523956777
(effects,1752) -> 1.676190417564179
(program,1752) -> 1.3090177658147093
(mix,1752) -> 1.850483332657625
(loading,1752) -> 1.8088370871215251
(variations,1752) -> 1.8214332740846584
(also,1752) -> 1.3800681741737668
(presented,1752) -> 1.3082558439121934
(virtual,1753) -> 3.0285712526925375
(memory,1753) -> 1.9105422806739756
(processes,1753) -> 2.094913098194496
(sharing,1753) -> 1.5665041778094375
(multics,1753) -> 3.660594467397943
(basic,1753) -> 1.5004570445431857
(concepts,1753) -> 2.1987482208761757
(involved,1753) -> 1.6714436045259757
(design,1753) -> 1.4267944085621123
(operating,1753) -> 1.5093229673744508
(system,1753) -> 1.2671806635241336
(introduced,1753) -> 1.6143115585768752
(address,1753) -> 1.6810981698377478
(space,1753) -> 1.5139682266888816
(defined,1753) -> 1.5187675002557623
(use,1753) -> 1.320541487687308
(paging,1753) -> 1.6538748210206413
(segmentation,1753) -> 1.7972497183684544
(explained,1753) -> 1.7278244042260935
(means,1753) -> 1.5171499993242916
(users,1753) -> 1.568783985986206
(may,1753) -> 1.4030091057168896
(share,1753) -> 1.7865214905779871
(procedures,1753) -> 1.4976184275690092
(data,1753) -> 1.3136754810533702
(discussed,1753) -> 1.3538825704980413
(mechanism,1753) -> 1.7084937552335313
(symbolic,1753) -> 1.6419696369317967
(references,1753) -> 1.7210899421966646
(dynamically,1753) -> 1.850483332657625
(transformed,1753) -> 1.8675341734734188
(machine,1753) -> 1.4432004161188394
(addresses,1753) -> 1.8214332740846584
(described,1753) -> 1.301573203908484
(detail,1753) -> 1.6207466103086707
(dynamic,1754) -> 1.8749088258698543
(storage,1754) -> 2.1897221619552822
(allocation,1754) -> 2.636460787681224
(systems,1754) -> 1.7524490405708257
(many,1754) -> 1.3338576980043106
(recent,1754) -> 1.4873475016612283
(computer,1754) -> 1.3648590881414155
(system,1754) -> 1.2003854976431003
(designs,1754) -> 1.5979372887763408
(hardware,1754) -> 1.8430742859351656
(facilities,1754) -> 2.4196814880193482
(provided,1754) -> 1.856650408956973
(easing,1754) -> 1.87642312685305
(problems,1754) -> 1.2893469110910099
(method,1754) -> 1.2286569750964251
(characterizing,1754) -> 1.8011656279370547
(according,1754) -> 1.5511656279370547
(functional,1754) -> 1.5408174566474986
(capabilities,1754) -> 1.4843726958363013
(underlying,1754) -> 1.5626050005772236
(techniques,1754) -> 1.310218671100666
(used,1754) -> 1.24581206847647
(presented,1754) -> 1.2311918829341453
(basic,1754) -> 1.3753427834073895
(purpose,1754) -> 1.3690771824317476
(paper,1754) -> 1.2168008126143905
(provide,1754) -> 1.40339947618043
(useful,1754) -> 1.416710854168736
(perspective,1754) -> 1.637862499493219
(utility,1754) -> 1.5359911678486518
(various,1754) -> 1.3584526250265188
(may,1754) -> 1.3022568292876673
(assessed,1754) -> 1.7259081290210594
(brief,1754) -> 1.5359911678486518
(survey,1754) -> 1.5071428131731344
(several,1754) -> 1.3233762257520605
(representative,1754) -> 1.7016806257690453
(included,1754) -> 1.4265879894896547
(appendix,1754) -> 1.637862499493219
(proceedings,1755) -> 4.204662511748219
(acm,1755) -> 2.914627900385701
(symposium,1755) -> 3.8067225030761813
(operating,1755) -> 2.5279689021233525
(system,1755) -> 1.8015419905724008
(principles,1755) -> 3.250420002308894
(hollerith,1756) -> 4.0285712526925375
(punched,1756) -> 3.464299822253975
(card,1756) -> 3.5514499979728753
(code,1756) -> 2.5325646538125013
(proposed,1756) -> 2.3534041630291433
(usa,1756) -> 3.464299822253975
(standard,1756) -> 2.426511261364575
(data,1757) -> 1.9410264431601107
(code,1757) -> 1.7662823269062506
(calendar,1757) -> 2.363770628514278
(date,1757) -> 2.179782235866981
(machine,1757) -> 2.3296012483565187
(interchange,1757) -> 2.045359579720691
(proposed,1757) -> 1.6767020815145717
(usa,1757) -> 2.232149911126988
(standard,1757) -> 1.7132556306822875
(symmetric,1758) -> 3.0285712526925375
(polynomials,1758) -> 2.852479993636856
(algorithm,1758) -> 1.4286881806188498
(305,1758) -> 4.204662511748219
(c1,1758) -> 3.727541257028556
(transportation,1759) -> 3.9036325160842376
(problem,1759) -> 2.0403096559637817
(algorithm,1759) -> 1.4286881806188498
(293,1759) -> 4.0285712526925375
(h,1759) -> 2.798122331314264
(normal,1760) -> 2.7896891637774006
(curve,1760) -> 2.914627900385701
(integral,1760) -> 2.8067225030761813
(algorithm,1760) -> 1.4286881806188498
(304,1760) -> 3.727541257028556
(s15,1760) -> 3.226938906459371
(chi,1761) -> 3.9036325160842376
(squared,1761) -> 4.0285712526925375
(integral,1761) -> 2.8067225030761813
(algorithm,1761) -> 1.4286881806188498
(299,1761) -> 4.204662511748219
(s15,1761) -> 3.226938906459371
(dilogarithm,1762) -> 4.0285712526925375
(algorithm,1762) -> 1.4286881806188498
(327,1762) -> 4.5056925074122
(s22,1762) -> 3.301572524756275
(roots,1763) -> 3.0285712526925375
(low,1763) -> 2.9616244630619244
(order,1763) -> 2.3851185762063505
(polynomial,1763) -> 2.6483600109809315
(equations,1763) -> 2.4803866421474297
(algorithm,1763) -> 1.4286881806188498
(326,1763) -> 4.5056925074122
(c2,1763) -> 3.5514499979728753
(panel,1764) -> 2.6840335018457084
(discussion,1764) -> 2.8335946494764825
(computer,1764) -> 1.4378309057696985
(appreciation,1764) -> 2.8171427516155223
(session,1764) -> 2.40227700296488
(19,1764) -> 1.5613445006152364
(acm,1764) -> 1.3829255800771403
(20,1764) -> 1.510289999594575
(th,1764) -> 1.5455082514057112
(anniversary,1764) -> 1.70113850148244
(conference,1764) -> 1.5455082514057112
(august,1764) -> 1.6057142505385076
(31,1764) -> 1.5455082514057112
(1967,1764) -> 1.5613445006152364
(entitled,1764) -> 1.640932502349644
(education,1764) -> 1.3974357135068625
(design,1764) -> 1.2560766451372674
(experiments,1764) -> 1.3596244662628527
(second,1764) -> 1.3272921575362449
(half,1764) -> 2.2351206856419883
(consisted,1764) -> 1.5613445006152364
(organized,1764) -> 1.4719128943467923
(chaired,1764) -> 1.70113850148244
(elliot,1764) -> 1.640932502349644
(organick,1764) -> 2.40227700296488
(four,1764) -> 1.3596244662628527
(panelists,1764) -> 2.922797507048931
(charles,1764) -> 1.70113850148244
(h,1764) -> 1.3596244662628527
(davidson,1764) -> 1.70113850148244
(bernard,1764) -> 1.640932502349644
(galler,1764) -> 1.640932502349644
(richard,1764) -> 1.640932502349644
(w,1764) -> 1.492859964450795
(hamming,1764) -> 1.640932502349644
(alan,1764) -> 1.70113850148244
(j,1764) -> 1.4719128943467923
(perlis,1764) -> 1.70113850148244
(making,1764) -> 1.4148657486506426
(prepared,1764) -> 1.4783498310210725
(statements,1764) -> 1.3455082514057113
(joined,1764) -> 1.6057142505385076
(andries,1764) -> 1.70113850148244
(van,1764) -> 2.122689001230473
(dam,1764) -> 2.40227700296488
(arthur,1764) -> 1.70113850148244
(b,1764) -> 1.4287929342789214
(kohn,1764) -> 1.70113850148244
(presented,1764) -> 1.1849535063473162
(papers,1764) -> 2.435049493063218
(first,1764) -> 1.5501434955668776
(transcript,1764) -> 1.70113850148244
(condensed,1764) -> 1.5807265032168476
(dr,1764) -> 1.70113850148244
(edited,1764) -> 1.5613445006152364
(remarks,1764) -> 1.4409325023496438
(referred,1764) -> 1.5613445006152364
(kahn,1764) -> 1.70113850148244
(pertinent,1764) -> 1.492859964450795
(included,1764) -> 1.3412703915917237
(references,1764) -> 1.4326539653179988
(expenditures,1765) -> 2.068220837249406
(sources,1765) -> 2.0095237508975123
(funds,1765) -> 1.9678775053614124
(utilization,1765) -> 2.4051683324934414
(digital,1765) -> 1.5018975024707333
(computers,1765) -> 1.958337763777359
(research,1765) -> 2.1565603305133703
(instruction,1765) -> 2.276418600257134
(higher,1765) -> 2.393812772960921
(education,1765) -> 2.9871785675343125
(1964,1765) -> 2.0095237508975123
(65,1765) -> 1.886864822465981
(projections,1765) -> 1.850483332657625
(1968,1765) -> 1.9355741676920604
(69,1765) -> 2.0095237508975123
(southern,1765) -> 2.1685641691374
(regional,1765) -> 2.0095237508975123
(board,1765) -> 2.0095237508975123
(published,1765) -> 1.6714436045259757
(complete,1765) -> 1.5758470856761855
(report,1765) -> 1.5665041778094375
(survey,1765) -> 2.352380835128358
(conducted,1765) -> 1.8088370871215251
(determine,1765) -> 1.6240746839442044
(funding,1765) -> 2.068220837249406
(characterize,1765) -> 1.9678775053614124
(used,1765) -> 1.3277494246352934
(institutions,1765) -> 1.8675341734734188
(united,1765) -> 1.8352308358040665
(states,1765) -> 1.7423129688197903
(sampling,1765) -> 1.7865214905779871
(described,1765) -> 1.301573203908484
(estimates,1765) -> 1.7146548904648689
(total,1765) -> 1.6174933312122854
(population,1765) -> 1.9091804190095187
(presented,1765) -> 1.3082558439121934
(quasilinearization,1766) -> 2.451816258042119
(estimation,1766) -> 2.213255630682288
(differential,1766) -> 2.824451270036613
(operators,1766) -> 2.0538762493700813
(eigenvalues,1766) -> 3.183473212678281
(given,1766) -> 1.950598058833881
(linear,1766) -> 1.6992412688821659
(ordinary,1766) -> 1.962954455397695
(operator,1766) -> 2.1958745775526816
(containing,1766) -> 1.9935892837671563
(several,1766) -> 1.646752451504121
(unknown,1766) -> 3.660594467397943
(constants,1766) -> 3.5514499979728753
(number,1766) -> 1.5071654067889637
(values,1766) -> 1.818230393840612
